,zip_code,CBSA Title,MSA_central_outlying,pct_hh_with_broadband_internet_subscriptions,pct_hh_with_broadband_internet_subscriptions_white_alone,pct_hh_with_broadband_internet_subscriptions_black_alone,pct_hh_with_broadband_internet_subscriptions_asian_alone,pct_hh_with_broadband_internet_subscriptions_hispanic,quartiles_pct_hh_with_broadband_internet_subscriptions,pct_bach_degree_or_higher_white_alone,pct_bach_degree_or_higher_black_alone,pct_bach_degree_or_higher_asian_alone,pct_bach_degree_or_higher_hispanic,quartiles_pct_bach_degree_or_higher_white_alone,quartiles_pct_bach_degree_or_higher_black_alone,quartiles_pct_bach_degree_or_higher_asian_alone,quartiles_pct_bach_degree_or_higher_hispanic
274,37726,"Knoxville, TN",Outlying,81.5,82.0,,,59.5,26-50% of geographies,11.5,,,0.0,Bottom 25% of geographies,,,Bottom 25% of geographies
275,37727,"Newport, TN",Central,67.0,67.0,,,,Bottom 25% of geographies,7.4,,,,Bottom 25% of geographies,,,
276,37729,"Knoxville, TN",Outlying,37.7,37.8,,,100.0,Bottom 25% of geographies,28.8,,,0.0,51-75% of geographies,,,Bottom 25% of geographies
277,37730,,Outlying,75.6,75.6,,,,Bottom 25% of geographies,11.1,,,,Bottom 25% of geographies,,,
278,37731,"Kingsport-Bristol, TN-VA",Central,64.5,64.5,,,,Bottom 25% of geographies,1.4,,,,Bottom 25% of geographies,,,
279,37732,,Outlying,0.0,0.0,,,,Bottom 25% of geographies,0.0,,,,Bottom 25% of geographies,,,
280,37733,"Knoxville, TN",Outlying,,,,,,,,,,,,,,
281,37737,"Knoxville, TN",Central,88.3,88.3,100.0,100.0,100.0,26-50% of geographies,19.6,100.0,83.3,56.0,26-50% of geographies,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies
282,37738,"Sevierville, TN",Central,88.8,90.2,47.0,100.0,94.1,51-75% of geographies,23.2,44.9,84.5,5.3,51-75% of geographies,Top 25% of geographies,Top 25% of geographies,26-50% of geographies
283,37742,"Knoxville, TN",Central,86.9,86.8,100.0,43.5,100.0,26-50% of geographies,16.9,0.0,0.0,63.3,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Top 25% of geographies
284,37743,"Greeneville, TN",Central,82.5,82.3,76.7,100.0,78.6,26-50% of geographies,14.1,22.5,0.0,37.4,Bottom 25% of geographies,51-75% of geographies,Bottom 25% of geographies,Top 25% of geographies
285,37745,"Greeneville, TN",Central,82.3,80.9,96.4,94.2,95.2,26-50% of geographies,24.7,24.0,1.8,7.3,51-75% of geographies,51-75% of geographies,Bottom 25% of geographies,26-50% of geographies
286,37748,"Knoxville, TN",Outlying,86.4,85.7,92.2,93.1,100.0,26-50% of geographies,16.3,29.7,79.3,59.1,26-50% of geographies,51-75% of geographies,Top 25% of geographies,Top 25% of geographies
287,37752,,Outlying,78.1,78.2,100.0,64.7,100.0,Bottom 25% of geographies,28.2,85.7,22.6,25.0,51-75% of geographies,Top 25% of geographies,26-50% of geographies,51-75% of geographies
288,37753,"Newport, TN",Central,63.0,63.0,,,,Bottom 25% of geographies,13.0,,,,Bottom 25% of geographies,,,
289,37754,"Knoxville, TN",Central,82.4,81.6,100.0,,100.0,26-50% of geographies,14.1,0.0,,0.0,Bottom 25% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
290,37755,,Outlying,84.8,84.2,,100.0,,26-50% of geographies,5.9,0.0,0.0,,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,
291,37756,,Outlying,74.3,73.9,,100.0,,Bottom 25% of geographies,8.3,0.0,,,Bottom 25% of geographies,Bottom 25% of geographies,,
292,37757,"Knoxville, TN",Outlying,87.8,87.7,100.0,100.0,100.0,26-50% of geographies,14.7,0.0,100.0,59.4,26-50% of geographies,Bottom 25% of geographies,Top 25% of geographies,Top 25% of geographies
293,37760,"Morristown, TN",Central,85.2,84.4,100.0,80.0,90.6,26-50% of geographies,29.2,9.2,72.7,0.0,51-75% of geographies,26-50% of geographies,51-75% of geographies,Bottom 25% of geographies
294,37762,"Knoxville, TN",Outlying,67.4,68.2,0.0,,30.0,Bottom 25% of geographies,14.4,0.0,,30.0,Bottom 25% of geographies,Bottom 25% of geographies,,51-75% of geographies
295,37763,"Knoxville, TN",Outlying,91.0,91.4,70.6,84.9,100.0,51-75% of geographies,24.6,0.0,13.2,0.0,51-75% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
296,37764,"Sevierville, TN",Central,87.0,87.2,,,47.6,26-50% of geographies,15.7,,,17.2,26-50% of geographies,,,51-75% of geographies
297,37765,,Outlying,72.7,72.7,,,100.0,Bottom 25% of geographies,5.2,,,0.0,Bottom 25% of geographies,,,Bottom 25% of geographies
298,37766,"Knoxville, TN",Outlying,74.4,74.9,30.4,61.5,70.8,Bottom 25% of geographies,10.9,0.0,57.1,12.8,Bottom 25% of geographies,Bottom 25% of geographies,51-75% of geographies,26-50% of geographies
299,37769,"Knoxville, TN",Central,85.4,85.1,100.0,,100.0,26-50% of geographies,12.1,0.0,,40.7,Bottom 25% of geographies,Bottom 25% of geographies,,Top 25% of geographies
300,37770,"Knoxville, TN",Outlying,75.8,75.4,,,,Bottom 25% of geographies,10.0,,,,Bottom 25% of geographies,,,
301,37771,"Knoxville, TN",Central,90.0,90.0,100.0,100.0,100.0,51-75% of geographies,18.8,0.0,0.0,12.3,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,26-50% of geographies
302,37772,"Knoxville, TN",Central,93.5,93.5,100.0,100.0,100.0,Top 25% of geographies,41.7,22.7,95.3,45.7,Top 25% of geographies,51-75% of geographies,Top 25% of geographies,Top 25% of geographies
303,37774,"Knoxville, TN",Central,84.3,83.3,100.0,100.0,96.4,26-50% of geographies,31.0,13.1,0.0,0.7,51-75% of geographies,26-50% of geographies,Bottom 25% of geographies,26-50% of geographies
304,37777,"Knoxville, TN",Central,88.9,88.8,80.4,47.3,98.2,51-75% of geographies,28.1,28.7,63.8,2.9,51-75% of geographies,51-75% of geographies,51-75% of geographies,26-50% of geographies
305,37779,"Knoxville, TN",Outlying,75.1,74.2,,100.0,88.7,Bottom 25% of geographies,6.8,,0.0,5.2,Bottom 25% of geographies,,Bottom 25% of geographies,26-50% of geographies
306,37801,"Knoxville, TN",Central,85.4,84.6,100.0,100.0,79.3,26-50% of geographies,23.1,36.3,68.8,15.6,51-75% of geographies,Top 25% of geographies,51-75% of geographies,51-75% of geographies
307,37803,"Knoxville, TN",Central,90.3,91.0,67.8,100.0,80.3,51-75% of geographies,30.0,47.8,0.0,20.9,51-75% of geographies,Top 25% of geographies,Bottom 25% of geographies,51-75% of geographies
308,37804,"Knoxville, TN",Central,88.6,88.0,85.6,100.0,91.5,51-75% of geographies,21.9,36.0,12.5,10.0,26-50% of geographies,Top 25% of geographies,Bottom 25% of geographies,26-50% of geographies
309,37806,"Knoxville, TN",Central,85.1,85.1,64.0,,0.0,26-50% of geographies,18.0,0.0,,0.0,26-50% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
310,37807,"Knoxville, TN",Outlying,72.2,73.2,13.4,100.0,100.0,Bottom 25% of geographies,12.8,11.3,0.0,0.0,Bottom 25% of geographies,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
311,37809,"Greeneville, TN",Central,77.7,77.4,100.0,,,Bottom 25% of geographies,6.5,0.0,,,Bottom 25% of geographies,Bottom 25% of geographies,,
312,37810,"Greeneville, TN",Central,74.5,73.1,,,100.0,Bottom 25% of geographies,10.6,,,0.0,Bottom 25% of geographies,,,Bottom 25% of geographies
313,37811,"Kingsport-Bristol, TN-VA",Central,88.9,88.8,100.0,100.0,100.0,51-75% of geographies,9.3,0.0,0.0,0.0,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
314,37813,"Morristown, TN",Central,84.3,83.9,82.6,100.0,93.1,26-50% of geographies,10.6,26.7,41.6,3.6,Bottom 25% of geographies,51-75% of geographies,26-50% of geographies,26-50% of geographies
315,37814,"Morristown, TN",Central,87.9,88.0,81.5,100.0,90.1,26-50% of geographies,21.1,20.3,61.8,5.9,26-50% of geographies,51-75% of geographies,51-75% of geographies,26-50% of geographies
316,37818,"Greeneville, TN",Central,72.8,72.6,100.0,,0.0,Bottom 25% of geographies,7.8,26.7,,0.0,Bottom 25% of geographies,51-75% of geographies,,Bottom 25% of geographies
317,37819,"Knoxville, TN",Outlying,67.6,69.2,,,,Bottom 25% of geographies,12.4,,,,Bottom 25% of geographies,,,
318,37820,"Morristown, TN",Central,81.4,80.8,87.6,100.0,91.5,Bottom 25% of geographies,16.3,0.0,16.7,10.7,26-50% of geographies,Bottom 25% of geographies,26-50% of geographies,26-50% of geographies
319,37821,"Newport, TN",Central,75.4,75.6,39.7,91.9,65.1,Bottom 25% of geographies,11.8,10.9,0.0,4.1,Bottom 25% of geographies,26-50% of geographies,Bottom 25% of geographies,26-50% of geographies
320,37825,,Outlying,73.8,72.7,100.0,100.0,100.0,Bottom 25% of geographies,18.6,0.0,0.0,0.0,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
321,37826,"Athens, TN",Central,84.8,83.4,100.0,100.0,100.0,26-50% of geographies,17.4,26.1,13.3,8.7,26-50% of geographies,51-75% of geographies,Bottom 25% of geographies,26-50% of geographies
322,37828,"Knoxville, TN",Central,87.7,87.4,,100.0,,26-50% of geographies,57.7,,0.0,,Top 25% of geographies,,Bottom 25% of geographies,
323,37829,"Knoxville, TN",Outlying,81.5,80.2,,,100.0,26-50% of geographies,4.6,,,5.3,Bottom 25% of geographies,,,26-50% of geographies
324,37830,"Knoxville, TN",Central,94.3,94.6,92.7,100.0,97.8,Top 25% of geographies,40.3,19.4,82.7,15.7,Top 25% of geographies,51-75% of geographies,Top 25% of geographies,51-75% of geographies
325,37840,"Knoxville, TN",Outlying,87.9,87.7,,100.0,100.0,26-50% of geographies,16.3,,100.0,66.0,26-50% of geographies,,Top 25% of geographies,Top 25% of geographies
326,37841,,Outlying,77.4,77.5,0.0,,100.0,Bottom 25% of geographies,11.9,0.0,,0.0,Bottom 25% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
327,37843,"Newport, TN",Central,78.3,77.7,82.1,,100.0,Bottom 25% of geographies,14.0,21.1,,0.0,Bottom 25% of geographies,51-75% of geographies,,Bottom 25% of geographies
328,37845,,Outlying,40.1,40.1,,,,Bottom 25% of geographies,0.0,,,,Bottom 25% of geographies,,,
329,37846,"Knoxville, TN",Central,82.1,80.0,100.0,,94.7,26-50% of geographies,16.5,0.0,,0.0,26-50% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
330,37847,"Knoxville, TN",Outlying,76.6,76.6,,100.0,,Bottom 25% of geographies,7.7,,,,Bottom 25% of geographies,,,
331,37848,"Morristown, TN",Outlying,51.9,48.6,,,,Bottom 25% of geographies,15.2,,,,26-50% of geographies,,,
332,37849,"Knoxville, TN",Central,91.7,92.0,67.2,28.3,75.6,51-75% of geographies,29.5,34.9,2.2,5.0,51-75% of geographies,Top 25% of geographies,Bottom 25% of geographies,26-50% of geographies
333,37851,,Outlying,,,,,,,,,,,,,,
334,37852,,Outlying,66.1,65.7,,,100.0,Bottom 25% of geographies,7.8,,,100.0,Bottom 25% of geographies,,,Top 25% of geographies
335,37853,"Knoxville, TN",Central,85.2,85.0,89.2,0.0,31.5,26-50% of geographies,16.4,0.0,0.0,2.7,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,26-50% of geographies
336,37854,"Knoxville, TN",Outlying,86.1,85.7,100.0,76.8,100.0,26-50% of geographies,14.7,43.2,43.9,42.3,26-50% of geographies,Top 25% of geographies,26-50% of geographies,Top 25% of geographies
337,37857,"Kingsport-Bristol, TN-VA",Central,82.5,82.5,81.9,34.9,99.1,26-50% of geographies,16.9,18.0,30.8,2.7,26-50% of geographies,51-75% of geographies,26-50% of geographies,26-50% of geographies
338,37860,"Morristown, TN",Central,92.5,92.6,,,100.0,51-75% of geographies,12.1,,,27.2,Bottom 25% of geographies,,,51-75% of geographies
339,37861,"Morristown, TN",Outlying,75.9,75.9,0.0,100.0,33.0,Bottom 25% of geographies,8.9,0.0,0.0,0.0,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
340,37862,"Sevierville, TN",Central,82.1,81.1,49.5,93.8,74.2,26-50% of geographies,21.8,0.0,49.0,0.5,26-50% of geographies,Bottom 25% of geographies,51-75% of geographies,26-50% of geographies
341,37863,"Sevierville, TN",Central,77.8,78.6,,100.0,85.5,Bottom 25% of geographies,13.0,0.0,19.8,0.0,Bottom 25% of geographies,Bottom 25% of geographies,26-50% of geographies,Bottom 25% of geographies
342,37865,"Sevierville, TN",Central,91.0,91.0,94.6,75.7,100.0,51-75% of geographies,21.7,28.8,0.0,36.1,26-50% of geographies,51-75% of geographies,Bottom 25% of geographies,Top 25% of geographies
343,37866,"Knoxville, TN",Outlying,83.0,82.8,,,,26-50% of geographies,19.9,,,,26-50% of geographies,,,
344,37869,,Outlying,70.7,71.1,,0.0,100.0,Bottom 25% of geographies,8.3,0.0,100.0,0.0,Bottom 25% of geographies,Bottom 25% of geographies,Top 25% of geographies,Bottom 25% of geographies
345,37870,,Outlying,68.4,68.3,,,100.0,Bottom 25% of geographies,14.2,,,50.0,Bottom 25% of geographies,,,Top 25% of geographies
346,37871,"Knoxville, TN",Central,86.9,86.5,86.5,100.0,79.6,26-50% of geographies,13.8,0.0,100.0,36.6,Bottom 25% of geographies,Bottom 25% of geographies,Top 25% of geographies,Top 25% of geographies
347,37872,"Knoxville, TN",Outlying,78.8,78.5,,,100.0,Bottom 25% of geographies,5.6,,,0.0,Bottom 25% of geographies,,,Bottom 25% of geographies
348,37873,"Kingsport-Bristol, TN-VA",Central,78.1,77.5,100.0,100.0,85.7,Bottom 25% of geographies,10.4,,100.0,36.4,Bottom 25% of geographies,,Top 25% of geographies,Top 25% of geographies
349,37874,,Outlying,86.3,85.6,86.9,100.0,90.9,26-50% of geographies,16.4,7.5,62.2,2.6,26-50% of geographies,26-50% of geographies,51-75% of geographies,26-50% of geographies
350,37876,"Sevierville, TN",Central,82.4,83.1,94.7,100.0,59.6,26-50% of geographies,16.4,74.6,0.0,14.1,26-50% of geographies,Top 25% of geographies,Bottom 25% of geographies,51-75% of geographies
351,37877,"Morristown, TN",Central,87.6,87.6,80.7,100.0,100.0,26-50% of geographies,18.4,0.0,100.0,61.6,26-50% of geographies,Bottom 25% of geographies,Top 25% of geographies,Top 25% of geographies
352,37878,"Knoxville, TN",Central,77.7,77.3,,,,Bottom 25% of geographies,26.1,,,,51-75% of geographies,,,
353,37879,,Outlying,75.0,75.2,53.8,85.3,100.0,Bottom 25% of geographies,14.4,0.0,7.4,0.0,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
354,37880,,Outlying,79.9,78.1,100.0,0.0,100.0,Bottom 25% of geographies,16.7,0.0,0.0,63.1,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Top 25% of geographies
355,37881,"Morristown, TN",Outlying,68.0,69.1,,,100.0,Bottom 25% of geographies,9.0,,,,Bottom 25% of geographies,,,
356,37882,"Knoxville, TN",Central,82.3,82.0,100.0,100.0,100.0,26-50% of geographies,32.3,0.0,78.6,0.0,51-75% of geographies,Bottom 25% of geographies,Top 25% of geographies,Bottom 25% of geographies
357,37885,,Outlying,91.5,91.4,100.0,100.0,83.3,51-75% of geographies,25.4,0.0,31.4,40.0,51-75% of geographies,Bottom 25% of geographies,26-50% of geographies,Top 25% of geographies
358,37886,"Knoxville, TN",Central,91.3,91.2,,100.0,100.0,51-75% of geographies,23.7,,100.0,36.1,51-75% of geographies,,Top 25% of geographies,Top 25% of geographies
359,37887,"Knoxville, TN",Outlying,73.2,73.8,100.0,0.0,70.1,Bottom 25% of geographies,9.7,0.7,77.8,5.7,Bottom 25% of geographies,26-50% of geographies,Top 25% of geographies,26-50% of geographies
360,37888,"Morristown, TN",Outlying,71.5,71.4,,0.0,31.9,Bottom 25% of geographies,9.6,,0.0,0.0,Bottom 25% of geographies,,Bottom 25% of geographies,Bottom 25% of geographies
361,37890,"Morristown, TN",Central,82.7,82.3,0.0,100.0,75.5,26-50% of geographies,18.9,0.0,100.0,0.0,26-50% of geographies,Bottom 25% of geographies,Top 25% of geographies,Bottom 25% of geographies
362,37891,"Morristown, TN",Central,87.4,87.3,,,100.0,26-50% of geographies,17.8,,,0.0,26-50% of geographies,,,Bottom 25% of geographies
363,37892,,Outlying,69.5,68.7,100.0,,100.0,Bottom 25% of geographies,11.5,0.0,,0.0,Bottom 25% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
364,37902,"Knoxville, TN",Central,86.0,87.8,14.1,100.0,100.0,26-50% of geographies,59.9,0.0,100.0,73.7,Top 25% of geographies,Bottom 25% of geographies,Top 25% of geographies,Top 25% of geographies
365,37909,"Knoxville, TN",Central,88.7,89.0,95.8,68.4,70.6,51-75% of geographies,41.6,50.5,87.1,42.7,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies
366,37912,"Knoxville, TN",Central,85.3,85.2,80.6,99.4,96.2,26-50% of geographies,21.3,14.8,25.4,12.1,26-50% of geographies,26-50% of geographies,26-50% of geographies,26-50% of geographies
367,37914,"Knoxville, TN",Central,82.3,87.9,77.5,81.8,44.3,26-50% of geographies,25.3,15.0,30.7,5.7,51-75% of geographies,26-50% of geographies,26-50% of geographies,26-50% of geographies
368,37915,"Knoxville, TN",Central,69.8,89.4,55.2,,100.0,Bottom 25% of geographies,29.3,6.6,,43.1,51-75% of geographies,26-50% of geographies,,Top 25% of geographies
369,37916,"Knoxville, TN",Central,66.9,69.5,33.8,92.7,79.1,Bottom 25% of geographies,48.3,27.5,95.8,100.0,Top 25% of geographies,51-75% of geographies,Top 25% of geographies,Top 25% of geographies
370,37917,"Knoxville, TN",Central,81.3,84.7,60.0,100.0,68.3,Bottom 25% of geographies,33.7,11.9,45.8,13.7,51-75% of geographies,26-50% of geographies,26-50% of geographies,51-75% of geographies
371,37918,"Knoxville, TN",Central,85.3,86.6,72.3,88.8,78.5,26-50% of geographies,29.4,18.8,26.5,16.0,51-75% of geographies,51-75% of geographies,26-50% of geographies,51-75% of geographies
372,37919,"Knoxville, TN",Central,92.4,92.8,78.1,100.0,90.2,51-75% of geographies,60.4,38.7,77.5,39.7,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies
373,37920,"Knoxville, TN",Central,85.7,86.1,71.1,94.1,91.8,26-50% of geographies,33.0,22.7,92.0,32.0,51-75% of geographies,51-75% of geographies,Top 25% of geographies,51-75% of geographies
374,37921,"Knoxville, TN",Central,86.5,88.2,78.6,95.0,81.5,26-50% of geographies,29.5,16.8,89.6,17.3,51-75% of geographies,51-75% of geographies,Top 25% of geographies,51-75% of geographies
375,37922,"Knoxville, TN",Central,98.0,98.0,98.2,96.8,100.0,Top 25% of geographies,65.8,78.0,81.0,62.0,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies
376,37923,"Knoxville, TN",Central,94.0,94.2,95.6,95.8,90.0,Top 25% of geographies,48.0,27.8,58.8,8.0,Top 25% of geographies,51-75% of geographies,51-75% of geographies,26-50% of geographies
377,37924,"Knoxville, TN",Central,85.8,84.3,91.2,100.0,100.0,26-50% of geographies,22.5,31.1,59.3,2.3,51-75% of geographies,51-75% of geographies,51-75% of geographies,26-50% of geographies
378,37931,"Knoxville, TN",Central,94.4,94.4,94.4,89.4,88.1,Top 25% of geographies,44.4,25.1,52.6,30.7,Top 25% of geographies,51-75% of geographies,51-75% of geographies,51-75% of geographies
379,37932,"Knoxville, TN",Central,93.4,94.7,100.0,97.6,47.0,51-75% of geographies,51.5,71.5,75.0,11.8,Top 25% of geographies,Top 25% of geographies,51-75% of geographies,26-50% of geographies
380,37934,"Knoxville, TN",Central,95.7,96.1,95.7,86.6,100.0,Top 25% of geographies,61.5,46.5,80.4,71.1,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies
381,37938,"Knoxville, TN",Central,90.5,90.1,100.0,86.1,100.0,51-75% of geographies,30.5,24.3,13.6,0.0,51-75% of geographies,51-75% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
382,38001,"Jackson, TN",Outlying,86.9,85.3,80.1,80.0,99.2,26-50% of geographies,13.3,12.0,57.1,0.0,Bottom 25% of geographies,26-50% of geographies,51-75% of geographies,Bottom 25% of geographies
383,38002,"Memphis, TN-MS-AR",Central,96.7,97.0,95.9,98.9,95.3,Top 25% of geographies,43.6,44.8,46.3,33.1,Top 25% of geographies,Top 25% of geographies,26-50% of geographies,Top 25% of geographies
384,38004,"Memphis, TN-MS-AR",Outlying,92.6,93.2,87.2,100.0,78.6,51-75% of geographies,29.0,35.7,28.1,42.9,51-75% of geographies,Top 25% of geographies,26-50% of geographies,Top 25% of geographies
385,38006,"Jackson, TN",Outlying,88.5,88.5,84.2,100.0,98.0,51-75% of geographies,16.8,13.7,100.0,0.7,26-50% of geographies,26-50% of geographies,Top 25% of geographies,26-50% of geographies
386,38007,,Outlying,0.0,0.0,,,,Bottom 25% of geographies,0.0,,,,Bottom 25% of geographies,,,
387,38008,,Outlying,79.6,86.9,73.2,100.0,100.0,Bottom 25% of geographies,22.0,8.1,56.3,12.2,26-50% of geographies,26-50% of geographies,51-75% of geographies,26-50% of geographies
388,38011,"Memphis, TN-MS-AR",Outlying,88.7,88.5,87.5,100.0,75.1,51-75% of geographies,19.5,7.6,45.6,5.3,26-50% of geographies,26-50% of geographies,26-50% of geographies,26-50% of geographies
389,38012,"Brownsville, TN",Central,78.7,80.6,76.1,100.0,71.9,Bottom 25% of geographies,17.5,5.9,27.6,5.4,26-50% of geographies,26-50% of geographies,26-50% of geographies,26-50% of geographies
390,38015,"Memphis, TN-MS-AR",Outlying,84.5,82.6,98.5,100.0,0.0,26-50% of geographies,11.9,0.0,100.0,0.0,Bottom 25% of geographies,Bottom 25% of geographies,Top 25% of geographies,Bottom 25% of geographies
391,38016,"Memphis, TN-MS-AR",Central,94.6,93.7,95.3,100.0,90.7,Top 25% of geographies,42.5,39.8,50.3,36.5,Top 25% of geographies,Top 25% of geographies,51-75% of geographies,Top 25% of geographies
392,38017,"Memphis, TN-MS-AR",Central,96.8,97.2,91.4,99.2,96.9,Top 25% of geographies,57.4,51.1,84.3,29.0,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies,51-75% of geographies
393,38018,"Memphis, TN-MS-AR",Central,95.4,94.4,96.6,99.2,76.5,Top 25% of geographies,47.4,43.7,48.0,31.0,Top 25% of geographies,Top 25% of geographies,26-50% of geographies,51-75% of geographies
394,38019,"Memphis, TN-MS-AR",Outlying,76.6,78.3,72.6,100.0,92.5,Bottom 25% of geographies,16.0,12.0,0.0,28.4,26-50% of geographies,26-50% of geographies,Bottom 25% of geographies,51-75% of geographies
395,38021,,Outlying,100.0,100.0,,,,Top 25% of geographies,58.3,,,,Top 25% of geographies,,,
396,38023,"Memphis, TN-MS-AR",Outlying,85.4,90.5,27.7,100.0,100.0,26-50% of geographies,19.1,0.0,23.2,0.0,26-50% of geographies,Bottom 25% of geographies,26-50% of geographies,Bottom 25% of geographies
397,38024,"Dyersburg, TN",Central,86.9,88.8,78.5,100.0,83.1,26-50% of geographies,22.9,6.3,0.0,20.4,51-75% of geographies,26-50% of geographies,Bottom 25% of geographies,51-75% of geographies
398,38028,"Memphis, TN-MS-AR",Outlying,95.5,96.1,92.2,100.0,100.0,Top 25% of geographies,48.6,35.4,34.0,3.6,Top 25% of geographies,Top 25% of geographies,26-50% of geographies,26-50% of geographies
399,38029,"Memphis, TN-MS-AR",Central,100.0,100.0,,,,Top 25% of geographies,48.3,,,,Top 25% of geographies,,,
400,38030,"Dyersburg, TN",Central,100.0,100.0,,,,Top 25% of geographies,32.3,,,,51-75% of geographies,,,
401,38034,"Jackson, TN",Outlying,83.7,82.1,96.7,50.0,100.0,26-50% of geographies,16.0,13.0,50.0,55.0,26-50% of geographies,26-50% of geographies,51-75% of geographies,Top 25% of geographies
402,38036,,Outlying,56.2,65.0,50.0,,100.0,Bottom 25% of geographies,15.7,0.0,,100.0,26-50% of geographies,Bottom 25% of geographies,,Top 25% of geographies
403,38037,,Outlying,79.7,83.1,70.8,,,Bottom 25% of geographies,7.1,12.3,,,Bottom 25% of geographies,26-50% of geographies,,
404,38039,,Outlying,74.4,76.6,73.4,,100.0,Bottom 25% of geographies,15.7,10.4,,0.0,26-50% of geographies,26-50% of geographies,,Bottom 25% of geographies
405,38040,,Outlying,89.5,90.8,76.4,,92.2,51-75% of geographies,11.2,8.1,,0.0,Bottom 25% of geographies,26-50% of geographies,,Bottom 25% of geographies
406,38041,,Outlying,84.2,88.6,75.5,100.0,100.0,26-50% of geographies,8.5,3.9,0.0,44.3,Bottom 25% of geographies,26-50% of geographies,Bottom 25% of geographies,Top 25% of geographies
407,38042,,Outlying,86.6,83.0,100.0,100.0,,26-50% of geographies,19.0,0.0,100.0,,26-50% of geographies,Bottom 25% of geographies,Top 25% of geographies,
408,38044,,Outlying,63.0,62.1,100.0,,,Bottom 25% of geographies,17.3,40.0,,,26-50% of geographies,Top 25% of geographies,,
409,38046,,Outlying,87.5,87.5,,,,26-50% of geographies,50.0,,,,Top 25% of geographies,,,
410,38047,"Dyersburg, TN",Central,100.0,100.0,,,,Top 25% of geographies,0.0,,,,Bottom 25% of geographies,,,
411,38049,"Memphis, TN-MS-AR",Outlying,81.7,90.4,79.4,87.5,100.0,26-50% of geographies,15.9,10.7,64.9,0.0,26-50% of geographies,26-50% of geographies,51-75% of geographies,Bottom 25% of geographies
412,38050,,Outlying,82.1,85.6,77.7,,65.3,26-50% of geographies,21.5,6.3,,0.0,26-50% of geographies,26-50% of geographies,,Bottom 25% of geographies
413,38052,,Outlying,80.2,79.4,79.1,100.0,100.0,Bottom 25% of geographies,14.3,7.1,76.3,0.0,Bottom 25% of geographies,26-50% of geographies,Top 25% of geographies,Bottom 25% of geographies
414,38053,"Memphis, TN-MS-AR",Central,79.4,82.7,70.1,97.8,72.4,Bottom 25% of geographies,18.5,18.8,79.0,10.8,26-50% of geographies,51-75% of geographies,Top 25% of geographies,26-50% of geographies
415,38054,,Outlying,,,,,,,9.6,0.0,0.0,,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,
416,38057,"Memphis, TN-MS-AR",Outlying,87.1,88.0,85.1,,100.0,26-50% of geographies,17.6,8.6,,0.0,26-50% of geographies,26-50% of geographies,,Bottom 25% of geographies
417,38058,"Memphis, TN-MS-AR",Outlying,89.1,90.7,68.4,100.0,100.0,51-75% of geographies,20.7,14.4,0.0,32.4,26-50% of geographies,26-50% of geographies,Bottom 25% of geographies,51-75% of geographies
418,38059,"Dyersburg, TN",Central,89.9,88.5,91.6,100.0,100.0,51-75% of geographies,23.9,20.6,0.0,51.5,51-75% of geographies,51-75% of geographies,Bottom 25% of geographies,Top 25% of geographies
419,38060,"Memphis, TN-MS-AR",Outlying,89.8,92.1,80.9,100.0,92.6,51-75% of geographies,26.9,15.5,0.0,37.1,51-75% of geographies,51-75% of geographies,Bottom 25% of geographies,Top 25% of geographies
420,38061,,Outlying,86.0,83.6,100.0,,100.0,26-50% of geographies,10.0,19.8,,100.0,Bottom 25% of geographies,51-75% of geographies,,Top 25% of geographies
421,38063,,Outlying,78.7,82.4,71.6,100.0,66.2,Bottom 25% of geographies,11.2,7.7,24.4,0.0,Bottom 25% of geographies,26-50% of geographies,26-50% of geographies,Bottom 25% of geographies
